Region,InstanceType,CPU,Memory,Cost
eu-west-2,c6in.metal,128,256 GiB,8.6016000000
ap-south-1,r5a.xlarge,4,32 GiB,0.6230000000
us-gov-east-1,c5d.xlarge,4,8 GiB,0.3000000000
us-east-1,c6id.16xlarge,64,128 GiB,10.9056000000
ap-northeast-3,x2idn.16xlarge,64,1024 GiB,18.3181000000
af-south-1,c5d.18xlarge,72,144 GiB,5.8970000000
eu-west-3,r5dn.xlarge,4,32 GiB,0.4831200000
ap-east-1,r6i.12xlarge,48,384 GiB,9.7680000000
ap-southeast-3,r5d.8xlarge,32,256 GiB,14.9510000000
us-west-2,c6gd.8xlarge,32,64 GiB,1.2288000000
us-east-1-phl-1,m5.xlarge,4,16 GiB,0.3320000000
ap-south-1,z1d.large,2,16 GiB,0.6760000000
ap-northeast-3,r6g.16xlarge,64,512 GiB,3.8912000000
us-east-2,m5d.12xlarge,48,192 GiB,3.6880000000
us-gov-west-1,m5ad.8xlarge,32,128 GiB,2.6370000000
us-east-1,r5.2xlarge,8,64 GiB,0.6390000000
us-west-1,c6i.4xlarge,16,32 GiB,0.8480000000
me-south-1,c6g.4xlarge,16,32 GiB,0.6800000000
ap-northeast-1,r6i.metal,128,1024 GiB,25.0880000000
ap-southeast-2,r6id.xlarge,4,32 GiB,0.8280000000
ap-northeast-1,i4i.16xlarge,64,512 GiB,7.0860000000
us-gov-east-1,m5d.xlarge,4,16 GiB,1.8050000000
eu-west-1,m5ad.24xlarge,96,384 GiB,5.8890000000
us-east-1-lim-1,c5.12xlarge,48,96 GiB,9.9260000000
me-south-1,c6gn.4xlarge,16,32 GiB,0.8576000000
us-east-1,r4.2xlarge,8,61 GiB,0.5850000000
eu-west-1,r5b.xlarge,4,32 GiB,1.8340000000
eu-west-1,c4.large,2,3.75 GiB,0.1240000000
us-east-1-atl-1,c5d.2xlarge,8,16 GiB,0.4800000000
us-west-2,r4.large,2,15.25 GiB,0.1330000000
us-gov-east-1,m5dn.4xlarge,16,64 GiB,3.3700000000
us-gov-west-1,c5.24xlarge,96,192 GiB,4.8960000000
us-east-2,m5.4xlarge,16,64 GiB,0.8150000000
eu-south-1,d2.8xlarge,36,244 GiB,6.1760000000
us-east-2,c5n.xlarge,4,10.5 GiB,0.2290000000
ap-southeast-1,r5ad.8xlarge,32,256 GiB,2.5440000000
eu-north-1,c5d.2xlarge,8,16 GiB,1.3760000000
eu-west-1,m6in.8xlarge,32,128 GiB,6.3297600000
eu-central-2,r5.2xlarge,8,64 GiB,3.6690000000
ap-northeast-1,c6in.8xlarge,32,64 GiB,2.2848000000
us-west-2,r6i.xlarge,4,32 GiB,1.7772000000
us-west-1,r5n.2xlarge,8,64 GiB,3.6760000000
eu-west-1,m5zn.6xlarge,24,96 GiB,2.2092000000
ap-southeast-2,m5ad.8xlarge,32,128 GiB,2.6210000000
ca-central-1,r4.2xlarge,8,61 GiB,0.5840000000
ap-southeast-1,g3.8xlarge,32,244 GiB,3.6740000000
eu-central-1,i3.xlarge,4,30.5 GiB,0.4400000000
ap-south-1,r5.2xlarge,8,64 GiB,3.5200000000
ap-northeast-1,m6idn.32xlarge,128,512 GiB,15.2672000000
us-east-1,r5a.xlarge,4,32 GiB,0.2260000000
eu-central-1,c5d.24xlarge,96,192 GiB,41.3280000000
eu-central-1,c6id.12xlarge,48,96 GiB,3.6084000000
af-south-1,r5n.metal,96,768 GiB,11.1590000000
eu-central-1,c7g.metal,64,128 GiB,2.6384000000
us-gov-west-1,c3.large,2,3.75 GiB,0.2060000000
ap-northeast-2,x1e.2xlarge,8,244 GiB,3.6200000000
us-gov-west-1,m5n.metal,96,384 GiB,8.7740000000
af-south-1,t3.small,2,2 GiB,0.0287000000
ap-southeast-1-mnl-1,c5.12xlarge,48,96 GiB,20.9920000000
us-west-1,inf1.xlarge,4,8 GiB,0.3420000000
eu-south-1,m6i.2xlarge,8,32 GiB,1.4080000000
ap-northeast-1,m5d.large,2,8 GiB,0.1560000000
sa-east-1,i4i.xlarge,4,32 GiB,1.0830000000
us-east-1,h1.2xlarge,8,32 GiB,3.4980000000
ap-southeast-1,r5d.xlarge,4,32 GiB,0.3480000000
eu-south-2,m5.4xlarge,16,64 GiB,0.8560000000
ap-southeast-4,r5d.metal,96,768 GiB,9.9740000000
ap-northeast-2,m6gd.large,2,8 GiB,0.1112000000
us-gov-west-1,c6in.32xlarge,128,256 GiB,56.7360000000
ap-south-1,c6in.32xlarge,128,256 GiB,7.2576000000
ca-central-1,c6in.8xlarge,32,64 GiB,2.1806400000
us-west-1,i3en.xlarge,4,32 GiB,0.5000000000
us-gov-west-1,i3.16xlarge,64,488 GiB,7.0980000000
us-west-2-wl1-sea1,t3.medium,2,4 GiB,0.0560000000
us-gov-east-1,m5n.8xlarge,32,128 GiB,2.5270000000
us-east-2,r5d.large,2,16 GiB,0.6330000000
us-gov-east-1,m5dn.xlarge,4,16 GiB,0.8430000000
ap-south-1,r5ad.4xlarge,16,128 GiB,0.9350000000
eu-west-1,m4.2xlarge,8,32 GiB,0.5792000000
ap-northeast-1,c6i.xlarge,4,8 GiB,1.7140000000
eu-south-1,c5a.16xlarge,64,128 GiB,3.9940000000
us-west-1,i4i.2xlarge,8,64 GiB,0.8920000000
eu-south-1,c5n.18xlarge,72,192 GiB,31.6440000000
eu-south-2,m6gd.8xlarge,32,128 GiB,1.7096000000
eu-west-1,m5n.4xlarge,16,64 GiB,1.0640000000
us-gov-west-1,c5a.4xlarge,16,32 GiB,2.7300000000
us-east-2,r6in.32xlarge,128,1024 GiB,11.1571200000
us-gov-west-1,c5.18xlarge,72,144 GiB,3.6720000000
eu-central-1,m6id.2xlarge,8,32 GiB,0.7635200000
ap-northeast-2,m6i.12xlarge,48,192 GiB,21.1152000000
eu-south-1,c5d.metal,96,192 GiB,7.0940000000
eu-south-2,r5.24xlarge,96,768 GiB,8.3900000000
ap-southeast-3,c5.xlarge,4,8 GiB,0.6880000000
eu-west-3,m5a.xlarge,4,16 GiB,1.7160000000
us-east-1,r5b.24xlarge,96,768 GiB,9.4896000000
eu-north-1,c5d.metal,96,192 GiB,6.6140000000
eu-south-1,t4g.medium,2,4 GiB,0.0384000000
eu-west-1,m4.16xlarge,64,256 GiB,4.6336000000
me-south-1,c5d.9xlarge,36,72 GiB,2.3000000000
sa-east-1,c6g.4xlarge,16,32 GiB,0.8887000000
ap-south-2,c5.4xlarge,16,32 GiB,6.7210000000
us-gov-east-1,c6i.4xlarge,16,32 GiB,6.8976000000
ap-southeast-1,m5ad.8xlarge,32,128 GiB,14.0640000000
ap-northeast-1,c6a.large,2,4 GiB,0.5859300000
us-west-2-den-1,m5.8xlarge,32,128 GiB,5.9520000000
ca-central-1,m5d.16xlarge,64,256 GiB,28.0320000000
ap-northeast-2,m5zn.xlarge,4,16 GiB,0.9266000000
ap-northeast-1,m6idn.12xlarge,48,192 GiB,11.1654000000
ap-northeast-2,m5.24xlarge,96,384 GiB,7.2860000000
eu-south-1,r5dn.2xlarge,8,64 GiB,0.8310400000
us-east-2,g4dn.2xlarge,8,32 GiB,0.7970000000
ap-southeast-1,i4i.metal,128,1024 GiB,13.1650000000
us-west-2,r6gd.12xlarge,48,384 GiB,2.7648000000
eu-west-2,r6i.2xlarge,8,64 GiB,1.5520000000
sa-east-1,m1.large,2,7.5 GiB,0.2560000000
eu-west-2,r5a.xlarge,4,32 GiB,0.3340000000
ca-central-1,t3a.xlarge,4,16 GiB,0.6470000000
us-west-1,t2.2xlarge,8,32 GiB,0.5768000000
sa-east-1,r6i.2xlarge,8,64 GiB,0.9392000000
eu-west-2,m5ad.xlarge,4,16 GiB,0.2560000000
us-east-2,c6a.16xlarge,64,128 GiB,26.4480000000
us-east-2,m5.metal,96,384 GiB,16.1280000000
ap-northeast-1,r5b.xlarge,4,32 GiB,0.4658000000
us-gov-east-1,r5dn.12xlarge,48,384 GiB,5.1134400000
eu-west-3,r6i.4xlarge,16,128 GiB,1.4544000000
ap-northeast-1,i4i.32xlarge,128,1024 GiB,15.0464000000
eu-west-2,p3.2xlarge,8,61 GiB,3.5890000000
eu-north-1,i4i.large,2,16 GiB,0.1970000000
ap-northeast-1,i3.16xlarge,64,488 GiB,6.9380000000
us-west-1,g2.8xlarge,32,60 GiB,2.8080000000
us-east-1,c5a.24xlarge,96,192 GiB,39.6960000000
eu-north-1,c6i.32xlarge,128,256 GiB,7.9872000000
ap-northeast-1,m5.metal,96,384 GiB,41.9520000000
ca-central-1,m6i.32xlarge,128,512 GiB,9.0112000000
ap-southeast-1,i3.8xlarge,32,244 GiB,3.2910000000
us-west-2,t3.micro,2,1 GiB,0.0104000000
us-west-1,r5a.8xlarge,32,256 GiB,2.5570000000
ap-southeast-1,m6idn.16xlarge,64,256 GiB,7.9593300000
ap-northeast-2,c5a.12xlarge,48,96 GiB,20.0640000000
ap-northeast-1,r5.4xlarge,16,128 GiB,3.1360000000
us-east-2,m7g.medium,1,4 GiB,0.0434000000
eu-west-3,m6i.8xlarge,32,128 GiB,5.8112000000
us-east-2,t3a.xlarge,4,16 GiB,1.6504000000
ap-east-1,m6i.16xlarge,64,256 GiB,28.2240000000
eu-central-2,c6g.medium,1,2 GiB,0.0452000000
us-gov-east-1,c6in.8xlarge,32,64 GiB,14.1840000000
us-west-1,c5n.9xlarge,36,96 GiB,6.9080000000
us-west-2,m6i.2xlarge,8,32 GiB,0.5192000000
ap-southeast-3,r5.8xlarge,32,256 GiB,2.4320000000
ap-south-1,r4.large,2,15.25 GiB,0.1370000000
us-east-1,x1.16xlarge,64,976 GiB,15.0160000000
us-west-1,x2iedn.4xlarge,16,512 GiB,4.7685000000
ap-southeast-1,m6idn.32xlarge,128,512 GiB,14.6681600000
ap-southeast-1,g3.4xlarge,16,122 GiB,1.8370000000
ca-central-1,c4.xlarge,4,7.5 GiB,0.3100000000
eu-west-1,r5dn.metal,96,768 GiB,20.4480000000
us-east-1,r5a.4xlarge,16,128 GiB,0.9580000000
us-west-2,c6in.large,2,4 GiB,0.5934000000
us-gov-east-1,r5n.24xlarge,96,768 GiB,20.1120000000
eu-west-3,c5a.24xlarge,96,192 GiB,40.3680000000
ap-southeast-1,m5dn.xlarge,4,16 GiB,1.8340000000
ap-northeast-3,m6i.24xlarge,96,384 GiB,6.5472000000
ap-northeast-1,m5zn.metal,48,192 GiB,5.9316000000
ap-southeast-4,c5d.metal,96,192 GiB,17.5680000000
eu-south-1,m5.large,2,8 GiB,0.5990000000
ap-southeast-2,c5d.9xlarge,36,72 GiB,2.8760000000
ca-central-1,im4gn.xlarge,4,16 GiB,0.4011000000
us-east-2,inf1.2xlarge,8,16 GiB,0.4970000000
us-east-2,c5.xlarge,4,8 GiB,0.2380000000
ap-south-1,m6i.8xlarge,32,128 GiB,13.6160000000
ap-northeast-1,m5d.xlarge,4,16 GiB,0.3110000000
eu-west-1,r6id.4xlarge,16,128 GiB,1.6144000000
us-east-2,i3en.large,2,16 GiB,0.7210000000
eu-west-2,c5n.xlarge,4,10.5 GiB,0.2560000000
sa-east-1,r5n.2xlarge,8,64 GiB,3.9440000000
ap-south-1,c6i.8xlarge,32,64 GiB,13.3600000000
ap-northeast-2,m4.4xlarge,16,64 GiB,7.0824000000
eu-west-2-wl1-man1,t3.xlarge,4,16 GiB,1.7360000000
eu-west-1,r6i.2xlarge,8,64 GiB,0.6992000000
us-east-1,r3.large,2,15.25 GiB,0.2500000000
ap-southeast-3,x2iedn.xlarge,4,128 GiB,1.2088100000
me-central-1,c5.12xlarge,48,96 GiB,2.5340000000
eu-west-2,r5n.metal,96,768 GiB,19.9200000000
ap-northeast-2,r6i.4xlarge,16,128 GiB,7.3376000000
eu-south-1,r5d.xlarge,4,32 GiB,0.8160000000
ap-northeast-3,i4i.metal,128,1024 GiB,12.8830000000
ap-south-1,m5d.4xlarge,16,64 GiB,1.0360000000
us-west-2,r3.8xlarge,32,244 GiB,14.6560000000
ap-south-1,m5ad.16xlarge,64,256 GiB,9.8270000000
eu-south-1,c5.xlarge,4,8 GiB,0.2700000000
eu-south-1,i3en.2xlarge,8,64 GiB,2.0770000000
ap-northeast-2,r6i.16xlarge,64,512 GiB,4.8640000000
af-south-1,r5n.12xlarge,48,384 GiB,22.7680000000
eu-west-1,t2.xlarge,4,16 GiB,0.2016000000
ap-southeast-1,c4.2xlarge,8,15 GiB,3.5060000000
ap-northeast-1,r5d.large,2,16 GiB,0.2520000000
ap-northeast-3,r6i.2xlarge,8,64 GiB,3.6688000000
eu-south-1,c5n.4xlarge,16,42 GiB,3.0140000000
ap-northeast-3,r5d.12xlarge,48,384 GiB,4.4270000000
us-west-1,c5d.9xlarge,36,72 GiB,6.4800000000
eu-west-2,c5d.12xlarge,48,96 GiB,8.5200000000
eu-west-3,r5n.8xlarge,32,256 GiB,6.8090000000
us-east-2,m6i.4xlarge,16,64 GiB,0.7680000000
us-gov-west-1,t3a.nano,2,0.5 GiB,0.0055000000
ap-south-2,m6gd.4xlarge,16,64 GiB,0.4832000000
ap-southeast-4,i3.2xlarge,8,61 GiB,0.8230000000
me-south-1,c5a.16xlarge,64,128 GiB,4.4260000000
us-east-1,i3en.3xlarge,12,96 GiB,5.9440000000
eu-south-1,c6in.24xlarge,96,192 GiB,7.1517600000
ap-northeast-1,x2idn.24xlarge,96,1536 GiB,16.1281500000
ap-southeast-4,i4i.2xlarge,8,64 GiB,0.9050000000
ap-northeast-3,r6i.4xlarge,16,128 GiB,1.2160000000
ap-southeast-1,m6a.12xlarge,48,192 GiB,2.8512000000
us-west-1,m6a.16xlarge,64,256 GiB,10.9056000000
sa-east-1,c5.9xlarge,36,72 GiB,6.8380000000
us-east-1,m5n.xlarge,4,16 GiB,0.2520000000
ap-southeast-1,z1d.xlarge,4,32 GiB,1.9520000000
me-central-1,i3en.xlarge,4,32 GiB,1.0300000000
eu-west-2,r5.12xlarge,48,384 GiB,3.7650000000
us-east-1,i3en.12xlarge,48,384 GiB,6.5870000000
sa-east-1,m4.xlarge,4,16 GiB,0.3498000000
sa-east-1,c5.18xlarge,72,144 GiB,4.7160000000
us-west-2,r6in.12xlarge,48,384 GiB,22.1839200000
ap-northeast-3,r5.12xlarge,48,384 GiB,3.8670000000
ap-southeast-2-per-1,r5.2xlarge,8,64 GiB,0.9510000000
ap-southeast-1,i4i.4xlarge,16,128 GiB,3.5660000000
ap-northeast-3,c5.2xlarge,8,16 GiB,0.4280000000
ap-southeast-1,is4gen.large,2,12 GiB,0.3455300000
ap-southeast-2,t3.2xlarge,8,32 GiB,0.4224000000
eu-west-1,i4i.32xlarge,128,1024 GiB,60.1088000000
us-west-2,m5d.4xlarge,16,64 GiB,1.1740000000
eu-north-1,c5.12xlarge,48,96 GiB,2.9950000000
ap-south-1,inf1.6xlarge,24,48 GiB,1.2410000000
ap-south-2,c5d.18xlarge,72,144 GiB,30.5640000000
af-south-1,t3.medium,2,4 GiB,0.1218000000
ap-southeast-1,r5d.xlarge,4,32 GiB,0.8280000000
af-south-1,c6in.2xlarge,8,16 GiB,3.6098400000
ca-central-1,c6g.medium,1,2 GiB,0.0372000000
eu-west-2,c5a.4xlarge,16,32 GiB,6.7280000000
ap-northeast-3,c5d.12xlarge,48,96 GiB,3.7390000000
ca-central-1,t3a.small,2,2 GiB,0.0209000000
us-east-2,x1e.32xlarge,128,3904 GiB,26.6880000000
eu-central-1,r6gd.16xlarge,64,512 GiB,4.4160000000
us-west-2-den-1,r5d.xlarge,4,32 GiB,0.3820000000
us-east-1,c5a.8xlarge,32,64 GiB,5.0720000000
ap-southeast-1,m6a.48xlarge,192,768 GiB,13.6128000000
us-west-1,r5ad.24xlarge,96,768 GiB,7.1040000000
us-gov-east-1,d2.xlarge,4,30.5 GiB,0.9110000000
eu-south-2,c6g.medium,1,2 GiB,0.0365000000
us-east-2,c6i.xlarge,4,8 GiB,0.6670000000
ap-northeast-3,i4i.large,2,16 GiB,0.6810000000
us-west-1,r6gd.16xlarge,64,512 GiB,4.4096000000
ap-northeast-1,c5d.xlarge,4,8 GiB,0.2440000000
ap-southeast-2,m5zn.6xlarge,24,96 GiB,11.4780000000
eu-west-1,z1d.metal,48,384 GiB,4.9920000000
us-west-2,r7g.8xlarge,32,256 GiB,1.7136000000
ap-south-2,m6g.4xlarge,16,64 GiB,0.4048000000
us-east-1,g5.12xlarge,48,192 GiB,5.6720000000
us-gov-east-1,c5a.24xlarge,96,192 GiB,15.9360000000
us-east-1,c6i.8xlarge,32,64 GiB,13.3600000000
ap-south-1,r5n.12xlarge,48,384 GiB,21.6720000000
ap-southeast-2,m3.medium,1,3.75 GiB,0.1700000000
eu-south-1,r5b.24xlarge,96,768 GiB,45.2400000000
us-gov-east-1,c6in.large,2,4 GiB,0.2177500000
ap-northeast-2,m6i.16xlarge,64,256 GiB,4.8576000000
eu-west-1,m6id.24xlarge,96,384 GiB,8.6078400000
eu-west-1,r4.4xlarge,16,122 GiB,1.5728000000
sa-east-1,r5n.xlarge,4,32 GiB,0.5400000000
ap-southeast-1,r4.xlarge,4,30.5 GiB,0.8320000000
us-east-2,t2.medium,2,4 GiB,0.0464000000
ca-central-1,t3.small,2,2 GiB,0.0232000000
eu-west-2,c6in.4xlarge,16,32 GiB,7.1827200000
ap-northeast-2,r3.4xlarge,16,122 GiB,1.5960000000
ap-east-1,c5n.4xlarge,16,42 GiB,1.2130000000
us-west-2,r5d.xlarge,4,32 GiB,0.3730000000
eu-north-1-hel-1,c5.2xlarge,8,16 GiB,3.4190000000
eu-south-1,r5b.16xlarge,64,512 GiB,30.1600000000
eu-west-2,t3.medium,2,4 GiB,0.0472000000
eu-central-1,x1e.8xlarge,32,976 GiB,21.3360000000
us-east-2,m6idn.32xlarge,128,512 GiB,25.5436800000
ap-southeast-2,x2iedn.2xlarge,8,256 GiB,3.6193900000
us-east-1,r5.2xlarge,8,64 GiB,0.5040000000
ap-southeast-1,c5d.24xlarge,96,192 GiB,5.7190000000
ap-south-1,m6a.48xlarge,192,768 GiB,28.3728000000
sa-east-1,c5.4xlarge,16,32 GiB,1.3180000000
me-south-1,r5.4xlarge,16,128 GiB,1.5860000000
ca-central-1,r5d.16xlarge,64,512 GiB,5.0560000000
me-central-1,m5d.xlarge,4,16 GiB,0.3450000000
eu-north-1,c6in.metal,128,256 GiB,23.1552000000
us-west-1,r5.large,2,16 GiB,0.1480000000
ap-southeast-2,c6a.32xlarge,128,256 GiB,55.0329600000
ap-southeast-3,r5.12xlarge,48,384 GiB,21.6480000000
af-south-1,r5dn.24xlarge,96,768 GiB,10.6080000000
sa-east-1,c5n.xlarge,4,10.5 GiB,0.3520000000
ap-south-1,x1e.2xlarge,8,244 GiB,4.8920000000
us-east-2,c6gd.16xlarge,64,128 GiB,2.6051000000
us-east-1,c5ad.4xlarge,16,32 GiB,0.6880000000
ap-northeast-2,r5a.12xlarge,48,384 GiB,3.4600000000
eu-south-1,m6g.xlarge,4,16 GiB,0.1792000000
eu-central-1,c6id.metal,128,256 GiB,22.8192000000
eu-south-1,c5ad.8xlarge,32,64 GiB,2.1890000000
us-east-1,r6id.24xlarge,96,768 GiB,7.2576000000
ap-northeast-1,c7g.2xlarge,8,16 GiB,0.3638000000
ap-southeast-1,m5.4xlarge,16,64 GiB,1.2300000000
us-west-2,c6a.8xlarge,32,64 GiB,1.2240000000
eu-central-1,r5a.xlarge,4,32 GiB,0.3420000000
us-east-1,r5b.large,2,16 GiB,0.1490000000
ap-southeast-2,r4.8xlarge,32,244 GiB,14.8160000000
sa-east-1,c5a.4xlarge,16,32 GiB,7.0380000000
us-west-2,m5dn.8xlarge,32,128 GiB,14.3080000000
af-south-1,m5.8xlarge,32,128 GiB,5.8720000000
sa-east-1,x2idn.16xlarge,64,1024 GiB,20.6850000000
eu-west-1,i4i.8xlarge,32,256 GiB,15.3300000000
us-gov-west-1,c6in.16xlarge,64,128 GiB,4.8048000000
us-east-2,r5.2xlarge,8,64 GiB,0.5040000000
ap-south-1,i3en.large,2,16 GiB,0.2570000000
ap-south-1,r6i.xlarge,4,32 GiB,0.3536000000
eu-central-1,r6g.4xlarge,16,128 GiB,1.0312000000
ap-northeast-1,x2iezn.2xlarge,8,256 GiB,2.4180000000
eu-west-1,c5a.2xlarge,8,16 GiB,3.3780000000
ap-southeast-3,c5n.xlarge,4,10.5 GiB,1.7480000000
sa-east-1,m3.xlarge,4,15 GiB,0.8600000000
us-gov-east-1,r5.12xlarge,48,384 GiB,9.6010000000
eu-west-1,m5d.8xlarge,32,128 GiB,5.9910000000
ap-southeast-1-bkk-1,c5.12xlarge,48,96 GiB,9.0530000000
eu-central-2,r6g.8xlarge,32,256 GiB,2.2686000000
ap-southeast-2,x2iedn.24xlarge,96,3072 GiB,43.4326500000
us-east-1,m6in.32xlarge,128,512 GiB,8.9107200000
us-west-2,r4.large,2,15.25 GiB,0.6130000000
ca-central-1,r5a.large,2,16 GiB,0.1310000000
us-east-1,m6in.16xlarge,64,256 GiB,4.4553600000
us-west-2,c6in.4xlarge,16,32 GiB,1.1776000000
us-east-1,m6a.4xlarge,16,64 GiB,0.7603200000
ap-northeast-1,r5a.12xlarge,48,384 GiB,9.2450000000
us-east-2,r5a.16xlarge,64,512 GiB,11.2960000000
ap-southeast-2,c3.2xlarge,8,15 GiB,0.5820000000
us-east-1,d3en.8xlarge,32,128 GiB,4.6263400000
ap-southeast-2,m3.2xlarge,8,30 GiB,1.7780000000
af-south-1,i3en.xlarge,4,32 GiB,0.7000000000
eu-west-1,d2.xlarge,4,30.5 GiB,0.8090000000
us-gov-east-1,m5dn.4xlarge,16,64 GiB,7.4500000000
sa-east-1,inf1.6xlarge,24,48 GiB,4.9470000000
us-gov-east-1,x2iedn.4xlarge,16,512 GiB,4.2719000000
us-gov-east-1,r5dn.large,2,16 GiB,0.6810000000
us-west-2,r5n.2xlarge,8,64 GiB,0.7670000000
us-gov-east-1,r5d.8xlarge,32,256 GiB,2.9360000000
us-west-1,r6i.32xlarge,128,1024 GiB,8.9600000000
me-central-1,m6i.metal,128,512 GiB,7.5328000000
ap-south-2,r5d.16xlarge,64,512 GiB,12.5120000000
us-gov-west-1,g4dn.8xlarge,32,128 GiB,2.9070000000
us-west-2-lax-1,m5.4xlarge,16,64 GiB,0.9770000000
ap-east-1,c5.2xlarge,8,16 GiB,1.4200000000
ap-northeast-1,r5.large,2,16 GiB,0.2290000000
ca-central-1,c5.24xlarge,96,192 GiB,4.7490000000
us-west-2,r6id.metal,128,1024 GiB,9.6768000000
ap-southeast-2,i3.xlarge,4,30.5 GiB,1.9110000000
ap-south-1,r5ad.16xlarge,64,512 GiB,26.6580000000
eu-south-2,r5d.4xlarge,16,128 GiB,3.2000000000
ap-southeast-3,r5.metal,96,768 GiB,7.2960000000
eu-central-1-waw-1,c5.4xlarge,16,32 GiB,2.8120000000
us-gov-west-1,r5ad.xlarge,4,32 GiB,0.3160000000
ap-southeast-3,i3en.2xlarge,8,64 GiB,4.0840000000
us-gov-west-1,r4.2xlarge,8,61 GiB,0.7020000000
me-south-1-mct-1,r5.2xlarge,8,64 GiB,1.6730000000
ap-northeast-1,p3.16xlarge,64,488 GiB,33.5520000000
ap-northeast-1,c6in.xlarge,4,8 GiB,0.3817600000
ap-southeast-1,c5d.metal,96,192 GiB,16.8960000000
us-east-1-qro-1,r5.2xlarge,8,64 GiB,0.7210000000
ap-northeast-1,r6in.8xlarge,32,256 GiB,3.9291200000
ap-south-1,d3.2xlarge,8,64 GiB,1.2870000000
us-gov-west-1,d3.8xlarge,32,256 GiB,8.6277600000
eu-west-1,r5dn.metal,96,768 GiB,10.5500000000
eu-central-1,r6i.8xlarge,32,256 GiB,2.9728000000
eu-south-2,r5.8xlarge,32,256 GiB,2.7970000000
eu-west-2,c6a.large,2,4 GiB,0.0999900000
eu-west-1,m5dn.xlarge,4,16 GiB,0.7840000000
af-south-1,m5.12xlarge,48,192 GiB,3.0480000000
eu-central-1,c6g.large,2,4 GiB,0.0823000000
eu-west-1,t3.large,2,8 GiB,0.1650000000
us-east-1-scl-1,c5.2xlarge,8,16 GiB,0.7180000000
us-east-2,r6id.32xlarge,128,1024 GiB,9.6768000000
us-west-1,m4.2xlarge,8,32 GiB,1.4280000000
eu-north-1,r5n.16xlarge,64,512 GiB,5.3920000000
af-south-1,i3en.12xlarge,48,384 GiB,7.5930000000
ap-southeast-2,r5d.metal,96,768 GiB,8.3520000000
eu-west-1,m6in.12xlarge,48,192 GiB,9.8681000000
eu-central-1-waw-1,c5.4xlarge,16,32 GiB,2.8120000000
eu-south-1,c6i.12xlarge,48,96 GiB,2.4240000000
us-east-1,c4.8xlarge,36,60 GiB,2.2080000000
eu-central-1,r5b.metal,96,768 GiB,10.1664000000
af-south-1,m6i.32xlarge,128,512 GiB,10.2912000000
eu-central-1,c5n.2xlarge,8,21 GiB,3.5240000000
ca-central-1,m6i.16xlarge,64,256 GiB,27.4240000000
eu-north-1,r6i.xlarge,4,32 GiB,0.2680000000
us-west-1,c6i.24xlarge,96,192 GiB,16.6080000000
ap-east-1,c6i.12xlarge,48,96 GiB,3.6624000000
ap-south-1,x1.16xlarge,64,976 GiB,6.8810000000
sa-east-1,c5a.24xlarge,96,192 GiB,17.7500000000
ap-southeast-1,d3.8xlarge,32,256 GiB,8.8480800000
eu-south-1,r5d.xlarge,4,32 GiB,1.8360000000
ap-south-1,c6a.8xlarge,32,64 GiB,0.8228000000
ca-central-1,d2.4xlarge,16,122 GiB,9.3400000000
eu-west-3,c5a.12xlarge,48,96 GiB,20.4020000000
us-gov-east-1,c6in.8xlarge,32,64 GiB,2.7248000000
ap-south-1,c6in.8xlarge,32,64 GiB,13.9958400000
us-east-1-dfw-1,r5d.4xlarge,16,128 GiB,7.4400000000
ap-southeast-4,c5d.4xlarge,16,32 GiB,1.0680000000
sa-east-1,t3.medium,2,4 GiB,0.0672000000
me-central-1,r5.metal,96,768 GiB,7.4450000000
eu-central-1,r5b.metal,96,768 GiB,45.3984000000
ap-southeast-1,m5zn.2xlarge,8,32 GiB,0.9086000000
eu-south-1,c6in.large,2,4 GiB,0.6290000000
ap-southeast-1,c6in.24xlarge,96,192 GiB,7.8720000000
us-east-1,x1e.8xlarge,32,976 GiB,7.8800000000
ap-south-1,m5d.xlarge,4,16 GiB,1.7440000000
ap-southeast-2,i2.4xlarge,16,122 GiB,6.3990000000
us-west-2,d2.4xlarge,16,122 GiB,3.0360000000
sa-east-1,c5n.18xlarge,72,192 GiB,7.1930000000
us-gov-west-1,m5.large,2,8 GiB,0.1210000000
eu-central-1,r6a.2xlarge,8,64 GiB,0.6824000000
ap-northeast-1,m5a.24xlarge,96,384 GiB,5.3760000000
af-south-1,c5d.4xlarge,16,32 GiB,1.1020000000
ap-south-1,m6i.xlarge,4,16 GiB,0.6820000000
ap-south-1,i3.xlarge,4,30.5 GiB,0.3540000000
ap-southeast-3,x2iedn.16xlarge,64,2048 GiB,19.3410000000
eu-west-1,d3en.4xlarge,16,64 GiB,4.7420000000
ap-south-2,r5.8xlarge,32,256 GiB,2.2040000000
eu-west-2,m5d.4xlarge,16,64 GiB,1.3180000000
us-east-2,r6idn.24xlarge,96,768 GiB,20.8987200000
eu-central-1,m5n.large,2,8 GiB,0.6210000000
ap-southeast-1,c6i.32xlarge,128,256 GiB,8.4352000000
ap-south-2,i3en.metal,96,768 GiB,12.3360000000
us-east-1,m6idn.12xlarge,48,192 GiB,3.8188800000
eu-west-1,c5d.large,2,4 GiB,0.1770000000
ap-southeast-2,r5dn.12xlarge,48,384 GiB,23.1897600000
af-south-1,r6g.4xlarge,16,128 GiB,1.1397000000
ca-central-1,r5a.2xlarge,8,64 GiB,0.6310000000
ap-southeast-3,m6i.metal,128,512 GiB,23.0400000000
eu-central-1,c5.12xlarge,48,96 GiB,20.3280000000
